Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,Carbon Emissions (kg CO2e),Recycling Rate (%),Energy Consumption (MWh),Use of Renewable Energy (%),Green Packaging Usage (%)
Sumitomo Chemical,Agile SCM,300,4,18,87,91,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,81,9,15,Medium,85,80,77809460,829000,65,454500,55,56
Arysta LifeScience,Lean Manufacturing,100,5,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,82,10,8,High,90,85,8454562,830000,66,455000,56,57
FMC Corporation,Agile SCM,250,5.8,14,90,91,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,81,9,12,Medium,85,85,40480310,831000,67,455500,57,58
ADAMA Agricultural Solutions,Lean Manufacturing,20000,5.5,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,76835155,832000,68,456000,58,59
"Nippon Soda Co., Ltd.",Vendor Managed Inventory,150,4,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,63203559,833000,69,456500,59,60
Nufarm Limited,Efficient Consumer Response,1300000,7.7,4,95,90,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,85,12,5,High,90,85,59145780,834000,70,457000,60,40
ChemChina,Sustainable SCM,200,9,15,95,91,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,85,8,12,Medium,88,85,55223955,835000,60,457500,61,41
Cheminova A/S,Lean Manufacturing,200,2,12,89,87,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,65438363,836000,61,458000,62,42
Valent BioSciences,Agile SCM,500,1,8,94,93,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,80,12,7,High,90,85,92800519,837000,62,458500,63,43
United Phosphorus Ltd. (UPL),Lean Manufacturing,150,7,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,56987272,838000,63,459000,64,44
Isagro S.p.A.,Agile SCM,250,8,9,93,92,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,85,10,7,High,90,85,93437617,839000,64,459500,65,45
"Mitsui Chemicals Agro, Inc.",Demand-Driven SCM,300,5,5,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85,32843746,840000,65,460000,50,46
Certis USA,Lean Manufacturing,100000,5.8,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,82,10,8,High,90,85,5409862,841000,66,460500,51,47
American Vanguard Corporation,Agile SCM,200,4,10,92,85,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,81,12,8,High,89,85,108352981,842000,67,461000,52,48
Rotam CropSciences,Vendor Managed Inventory,10000,4,8,94,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,35409404,843000,68,461500,53,49
"Albaugh, LLC",Vendor Managed Inventory,1000000,6,20,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,12,Medium,85,80,32043446,844000,69,462000,54,50
Lallemand Plant Care,Agile SCM,200,4.5,7,98,89,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,91444239,845000,70,462500,55,51
Arysta LifeScience,Agile SCM,300,6.5,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,58842659,846000,60,463000,56,52
"BioWorks, Inc.",Sustainable SCM,150,6,9,93,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,10617245,847000,61,463500,57,53
Marrone Bio Innovations,Vendor Managed Inventory,100,4.2,15,91,91,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,80,10,10,Medium,85,80,6319708,848000,62,464000,58,54
Koppert Biological Systems,Just-In-Time,100,4.5,12,91,87,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,108011637,849000,63,464500,59,55
Symborg,Vendor Managed Inventory,300,10,10,90,89,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,85,11,8,High,87,85,56564402,850000,64,465000,60,56
Verdesian Life Sciences,Lean Manufacturing,400,6.2,12,88,90,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78,35563454,851000,65,465500,61,57
Agrinos AS,Lean Manufacturing,400,4.2,12,89,88,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,82,10,10,Medium,85,80,85447810,852000,66,466000,62,58
Mycorrhizal Applications,Lean Manufacturing,300,5,12,90,89,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,81,9,8,High,88,85,74092761,853000,67,466500,63,59
Premier Tech,Vendor Managed Inventory,150,6,14,90,92,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85,39769057,854000,68,467000,64,60
Inocucor Technologies Inc.,Agile SCM,500,5,10,92,88,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,3366613,855000,69,467500,65,40
Rizobacter Argentina S.A.,Vendor Managed Inventory,1200,5.2,10,94,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,95837426,856000,70,468000,50,41
Acadian Seaplants Limited,Agile SCM,359,4.2,14,88,92,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80,19350836,857000,60,468500,51,42
Lallemand Plant Care,Agile SCM,459,4.2,8,94,89,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85,97636745,858000,61,469000,52,43
Italpollina,Lean Manufacturing,876,5.8,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,80,11,10,High,88,85,70995267,859000,62,469500,53,44
Symborg,Lean Manufacturing,655,4,10,90,88,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,80,11,8,High,88,85,109367731,860000,63,470000,54,45
Agricen,Agile SCM,4444,10,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,85,10,8,High,88,85,20153174,861000,64,470500,55,46
Stoller USA Inc.,Lean Manufacturing,433,4,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,12243027,862000,65,471000,56,47
Timac Agro USA,Vendor Managed Inventory,12000,6,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,82,9,10,High,87,80,62784217,863000,66,471500,57,48
Andermatt Biocontrol,Lean Manufacturing,300,5.2,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85,85072968,864000,67,472000,58,49
Stockton Group,Demand-Driven SCM,200,6,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,74062622,865000,68,472500,59,50
Sostram Corporation,Lean Manufacturing,20000,50,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,29549536,866000,69,473000,60,51
"Terramera, Inc.",Sustainable SCM,500,6.2,18,87,85,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,92642343,867000,70,473500,61,52
Inocucor Technologies Inc.,Lean Manufacturing,100,4.2,12,89,88,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,30061032,868000,60,474000,62,53
Novozymes BioAg,Vendor Managed Inventory,200,10,18,88,94,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,66834973,869000,61,474500,63,54
AgBiome Innovations,Lean Manufacturing,20000,5.2,11,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,80,11,10,High,88,85,15900477,870000,62,475000,64,55
Marrone Bio Innovations,Vendor Managed Inventory,400,3.5,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,80,11,8,High,91,85,3693306,871000,63,475500,65,56
Indigo Agriculture,Agile SCM,1500,8.2,10,90,87,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,6285089,872000,64,476000,50,57
Pivot Bio,Lean Manufacturing,200,5.2,10,92,91,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,50873984,873000,65,476500,51,58
Kula Bio,Agile SCM,500,7,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,82,10,8,High,90,85,100990656,874000,66,477000,52,59
Holganix,Sustainable SCM,300,5.5,20,88,88,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,81,10,12,Medium,85,80,57055420,875000,67,477500,53,60
Cool Planet,Lean Manufacturing,500,6,18,90,85,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,82,11,10,Medium,85,85,89630669,876000,68,478000,54,40
"Actagro, LLC",Agile SCM,250,6,7,98,89,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,81,12,3,High,95,90,101213519,877000,69,478500,55,41
AgroLiquid,Lean Manufacturing,300,10,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,20088366,878000,70,479000,56,42
Agro-K Corporation,Vendor Managed Inventory,250,8.3,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,61356951,879000,60,479500,57,43
American Plant Food Corporation,Agile SCM,10000,6,22,89,93,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,11720478,880000,61,480000,58,44
Helena Chemical Company,Sustainable SCM,100,5,10,94,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,53933928,881000,62,480500,59,45
Agrium Advanced Technologies,Vendor Managed Inventory,75000,7.5,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,50166884,882000,63,481000,60,46
Supreme Growers,Just-In-Time,70000,6,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,100766652,883000,64,481500,61,47
Southern States Cooperative,Lean Manufacturing,100,6,20,88,85,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,80,109741849,884000,65,482000,62,48
Royster-Clark,Agile SCM,200,4,12,91,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,70098340,885000,66,482500,63,49
TIMAC Agro USA,Demand-Driven SCM,500,4.2,12,89,91,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,51371107,886000,67,483000,64,50
"Andersons, Inc.",Agile SCM,300,4.5,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,82,11,10,High,88,85,93831306,887000,68,483500,65,51
Harrell’s LLC,Agile SCM,300,5,7,98,93,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,81,12,3,High,95,90,78262146,888000,69,484000,50,52
WinField United,Agile SCM,500,4.5,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,96946088,889000,70,484500,51,53
AgXplore,Cross-Docking,400,4,12,91,93,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,97084643,890000,60,485000,52,54
"Yargus Manufacturing, Inc.",Agile SCM,150,5,11,90,92,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,36481542,891000,61,485500,53,55
"Plant Food Company, Inc.",Lean Manufacturing,100,5.8,14,90,89,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80,67105584,892000,62,486000,54,56
Krebbs Fertilizer,Just-In-Time,200,5.5,7,99,91,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,85,15,3,High,95,90,105810878,893000,63,486500,55,57
Richland Fertilizer Co.,Agile SCM,150,4,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85,55478035,894000,64,487000,56,58
Martin Resources,Demand-Driven SCM,20000,7.7,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,15033889,895000,65,487500,57,59
Growmark FS,Vendor Managed Inventory,100,9,7,98,92,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,37407772,896000,66,488000,58,60
CPS (Crop Production Services),Vendor Managed Inventory,1300000,2,11,90,94,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,87350523,897000,67,488500,59,40
Horizon Ag-Products,Vendor Managed Inventory,200,1,9,92,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,82,12,8,High,88,85,43109629,898000,68,489000,60,41
Midwestern BioAg,Lean Manufacturing,300,7,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",81,20,5,High,90,85,16045908,899000,69,489500,61,42
Green Valley Chemical Corp.,Lean Manufacturing,100,8,15,91,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,73214390,900000,70,490000,62,43
"Innvictis Crop Care, LLC",Lean Manufacturing,400,5,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,13315093,901000,60,490500,63,44
XiteBio Technologies Inc.,Lean Manufacturing,150,5.8,10,92,90,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,769599,902000,61,491000,64,45
Anuvia Plant Nutrients,Agile SCM,150,4,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,44079274,903000,62,491500,65,46
"BioWorks, Inc.",Lean Manufacturing,100,4,9,93,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,10421959,904000,63,492000,50,47
BioSafe Systems,Agile SCM,300,6,7,98,89,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,80,12,3,High,95,90,63020642,905000,64,492500,51,48
Terramera,Lean Manufacturing,150,4.5,2,98,88,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,80,12,5,High,90,85,57395059,906000,65,493000,52,49
Interagro (UK) Ltd.,Cross-Docking,500,6.5,10,92,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,52203052,907000,66,493500,53,50
Agri-Products,Agile SCM,400,6,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,75092306,908000,67,494000,54,51
"Miller Chemical & Fertilizer, LLC",Lean Manufacturing,300,4.2,3,97,85,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",82,18,5,High,90,88,94919178,909000,68,494500,55,52
Agricen Sciences,Agile SCM,300,4.5,12,91,85,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,81,11,10,High,88,85,74993344,910000,69,495000,56,53
AdvanSix,Sustainable SCM,100,10,10,94,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,50402944,911000,70,495500,57,54
Koch Chemical Technology Group,Agile SCM,300,6.2,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,-55665336389,912000,60,496000,58,55
Cameron Chemicals,Lean Manufacturing,300,4.2,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,70721475,913000,61,496500,59,56
"AgriTec International, Inc.",Agile SCM,10000,5,10,90,90,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,27451728,914000,62,497000,60,57
Biolchim S.p.A.,Demand-Driven SCM,20000,6,22,89,90,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,38019583,915000,63,497500,61,58
Tradecorp,Agile SCM,500,5,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,80,11,10,Medium,85,85,6512441,916000,64,498000,62,59
Fertilizer Company of India,Lean Manufacturing,200,5.2,18,88,91,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80,43563238,917000,65,498500,63,60
Mahadhan,Agile SCM,100,4.2,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,23101384,918000,66,499000,64,40
ArcelorMittal,Lean Manufacturing,150,4.2,10,93,91,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,37814055,919000,67,499500,65,41
Nippon Steel Corporation,Agile SCM,250,5.8,14,90,89,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,82,9,12,Medium,85,85,95415948,920000,68,500000,50,42
China Baowu Steel Group,Lean Manufacturing,400,4,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,81,12,7,High,90,85,4466272,921000,69,500500,51,43
HBIS Group,Vendor Managed Inventory,200,10,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,82,10,12,Medium,85,85,101670590,922000,70,501000,52,44
POSCO,Efficient Consumer Response,20000,4,4,95,91,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,81,12,5,High,90,85,36869125,923000,60,501500,53,45
Shagang Group,Sustainable SCM,500,6,15,95,87,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,85,8,12,Medium,88,85,18992384,924000,61,502000,54,46
Ansteel Group Corporation Limited,Lean Manufacturing,200,5.2,12,89,93,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,42734308,925000,62,502500,55,47
JFE Steel Corporation,Agile SCM,300,6,8,94,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,20812710,926000,63,503000,56,48
Tata Steel,Lean Manufacturing,100,50,11,90,92,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,69334165,927000,64,503500,57,49
Nucor Corporation,Agile SCM,250,6.2,9,93,89,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,85,10,7,High,90,85,51910808,928000,65,504000,58,50
Hyundai Steel,Demand-Driven SCM,20000,4.2,5,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,80,11,5,High,90,85,13832641,929000,66,504500,59,51
Thyssenkrupp,Lean Manufacturing,150,10,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,80,10,8,High,90,85,109169701,930000,67,505000,60,52
Gerdau,Agile SCM,1300000,5.2,10,92,85,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,34795515,931000,68,505500,61,53
JSW Steel,Vendor Managed Inventory,200,3.5,8,94,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,55723672,932000,69,506000,62,54
Shougang Group,Vendor Managed Inventory,200,8.2,20,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,82,9,12,Medium,85,80,91008394,933000,70,506500,63,55
United States Steel Corporation,Agile SCM,500,5.2,7,98,88,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,81,12,3,High,95,90,28433649,934000,60,507000,64,56
Maanshan Iron and Steel Company (Masteel),Agile SCM,150,7,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,88358552,935000,61,507500,65,57
Evraz,Sustainable SCM,250,5.5,9,93,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,34428804,936000,62,508000,50,58
Riva Group,Vendor Managed Inventory,300,6,15,91,87,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,27348976,937000,63,508500,51,59
Severstal,Just-In-Time,100000,6,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,78826935,938000,64,509000,52,60
Benxi Steel Group,Vendor Managed Inventory,200,10,10,90,90,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,85,11,8,High,87,85,91090293,939000,65,509500,53,40
China Steel Corporation (CSC),Lean Manufacturing,10000,8.3,12,88,88,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,80,8,15,Medium,80,78,47010677,940000,66,510000,54,41
SAIL (Steel Authority of India Limited),Lean Manufacturing,1000000,6,12,89,89,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,80,10,10,Medium,85,80,26778643,941000,67,510500,55,42
Rizhao Steel,Lean Manufacturing,200,5,12,90,92,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,85,9,8,High,88,85,100095392,942000,68,511000,56,43
Valin Group,Vendor Managed Inventory,300,7.5,14,90,88,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85,70009468,943000,69,511500,57,44
Magnitogorsk Iron and Steel Works (MMK),Agile SCM,150,6,10,92,89,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,82,11,8,High,88,85,54079038,944000,70,512000,58,45
NLMK Group,Vendor Managed Inventory,100,6,10,94,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,81,12,7,High,90,85,39521539,945000,60,512500,59,46
Novolipetsk Steel (NLMK),Agile SCM,100,4,14,88,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80,10292659,946000,61,513000,60,47
Essar Steel,Agile SCM,300,4.2,8,94,85,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85,106222253,947000,62,513500,61,48
Baotou Iron and Steel Group (Baogang Group),Lean Manufacturing,400,4.5,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,100358807,948000,63,514000,62,49
Metalloinvest,Lean Manufacturing,400,5,10,90,85,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,60304655,949000,64,514500,63,50
Liberty Steel Group,Agile SCM,300,4.5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,85,10,8,High,88,85,65682868,950000,65,515000,64,51
Outokumpu,Lean Manufacturing,150,4,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85,69397492,951000,66,515500,65,52
Acerinox,Vendor Managed Inventory,500,5,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,54474456,952000,67,516000,50,53
Aperam,Lean Manufacturing,300,5.8,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,73665033,953000,68,516500,51,54
Allegheny Technologies Incorporated (ATI),Demand-Driven SCM,200,5.5,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,20840175,954000,69,517000,52,55
BlueScope Steel,Lean Manufacturing,20000,4,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85,51715899,955000,70,517500,53,56
SSAB (Swedish Steel),Sustainable SCM,500,7.7,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,81,9,15,Medium,85,80,16434344,956000,60,518000,54,57
Sahaviriya Steel Industries,Lean Manufacturing,100,9,12,89,94,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,78998741,957000,61,518500,55,58
Voestalpine AG,Vendor Managed Inventory,200,2,18,88,91,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,90012400,958000,62,519000,56,59
Usinas Siderúrgicas de Minas Gerais (Usiminas),Lean Manufacturing,20000,1,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,21496824,959000,63,519500,57,60
AK Steel Holding,Vendor Managed Inventory,400,7,10,92,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,49742524,960000,64,520000,58,40
"Steel Dynamics, Inc.",Agile SCM,1500,8,10,90,91,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,12503248,961000,65,520500,59,41
Commercial Metals Company (CMC),Lean Manufacturing,200,7,10,92,89,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,80,11,8,High,88,85,75012934,962000,66,521000,60,42
Nisshin Steel,Agile SCM,500,5.2,10,92,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,80,10,8,High,90,85,83494667,963000,67,521500,61,43
Dongkuk Steel Mill,Sustainable SCM,300,7.5,20,88,85,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,5654238,964000,68,522000,62,44
Companhia Siderúrgica Nacional (CSN),Lean Manufacturing,500,10.5,18,90,89,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,64785346,965000,69,522500,63,45
HBIS Tangsteel,Agile SCM,250,5.8,7,98,88,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,82,12,3,High,95,90,95632208,966000,70,523000,64,46
Nippon Steel Nisshin,Lean Manufacturing,300,7,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,81,10,8,High,90,85,40820228,967000,60,523500,65,47
